0	1
0	3
0	5
0	6
0	10
0	11
0	13
0	15
0	19
0	20
0	21
0	22
0	25
0	27
0	30
0	32
0	37
0	41
0	42
0	45
0	46
0	53
0	59
0	62
0	64
0	73
0	81
0	82
0	85
0	87
0	91
0	100
0	105
0	106
0	108
0	110
0	117
0	118
0	120
0	122
0	124
0	133
0	137
0	141
0	142
0	144
0	147
0	156
0	158
0	159
0	161
0	166
0	167
0	169
0	174
0	176
0	177
0	183
0	189
0	196
0	197
0	199
0	201
0	205
0	215
0	219
0	221
0	224
0	235
0	237
0	250
0	253
0	254
0	260
0	273
0	274
0	275
0	293
0	313
0	315
0	316
0	321
0	326
0	327
0	330
0	333
0	335
0	349
0	352
0	355
0	359
0	363
0	368
0	371
0	377
0	382
0	391
0	392
0	401
0	402
0	408
0	412
0	416
0	424
0	427
0	430
0	432
0	440
0	441
0	443
0	469
0	471
0	481
0	488
0	493
0	501
0	508
0	516
0	548
0	551
0	553
0	558
0	574
0	597
0	625
0	627
0	630
0	632
0	635
0	637
0	638
0	645
0	647
0	652
0	664
0	665
0	667
0	668
0	669
0	670
0	672
0	674
0	676
0	684
0	692
0	696
0	701
0	704
0	706
0	723
0	737
0	748
0	758
0	767
0	782
0	792
0	801
0	812
0	815
0	823
0	860
0	869
0	872
0	876
0	888
0	902
0	915
0	939
0	944
0	951
0	982
0	986
0	1004
0	1018
0	1036
0	1045
0	1047
0	1052
0	1057
0	1094
0	1095
0	1097
0	1098
0	1100
0	1102
0	1163
0	1187
0	1203
0	1250
0	1251
0	1255
0	1261
0	1264
0	1271
0	1272
0	1283
0	1284
0	1289
0	1291
0	1294
0	1311
0	1329
0	1330
0	1333
0	1342
0	1343
0	1349
0	1357
0	1377
0	1387
0	1399
0	1407
0	1408
0	1421
0	1426
0	1433
0	1474
0	1485
0	1488
0	1512
0	1529
0	1533
0	1555
0	1562
0	1571
0	1574
0	1601
0	1617
0	1621
0	1641
0	1643
0	1653
0	1656
0	1679
0	1720
0	1722
0	1726
0	1728
0	1729
0	1731
0	1777
0	1785
0	1807
0	1826
0	1876
0	1879
0	1885
0	1889
0	1896
0	1902
0	1914
0	1916
0	1920
0	1923
0	1939
0	1955
0	1972
0	1992
0	2002
0	2033
0	2052
0	2091
0	2097
0	2116
0	2188
0	2192
0	2215
0	2229
0	2233
0	2397
0	2471
0	2499
0	2509
0	2510
0	2516
0	2520
0	2526
0	2530
0	2531
0	2538
0	2540
0	2544
0	2548
0	2560
0	2566
0	2580
0	2583
0	2587
0	2593
0	2600
0	2603
0	2605
0	2615
0	2618
0	2622
0	2637
0	2657
0	2661
0	2665
0	2681
0	2682
0	2685
0	2693
0	2712
0	2724
0	2734
0	2756
0	2801
0	2812
0	2815
0	2820
0	2826
0	2831
0	2841
0	2866
0	2898
0	2900
0	2914
0	2934
0	2949
0	2968
0	2975
0	2989
0	3010
0	3127
0	3128
0	3129
0	3134
0	3135
0	3144
0	3148
0	3151
0	3163
0	3173
0	3188
0	3207
0	3215
0	3219
0	3231
0	3233
0	3234
0	3271
0	3281
0	3282
0	3291
0	3295
0	3306
0	3310
0	3325
0	3349
0	3359
0	3397
0	3418
0	3437
0	3447
0	3456
0	3476
0	3478
0	3517
0	3523
0	3555
0	3564
0	3601
0	3602
0	3628
0	3668
0	3672
0	3683
0	3752
0	3769
0	3774
0	3788
0	3794
0	3798
0	3812
0	3815
0	3830
0	3842
0	3850
0	3868
0	3887
0	3896
0	3911
0	3915
0	3926
0	3932
0	3945
0	3969
0	4026
0	4045
0	4052
0	4067
0	4071
0	4081
0	4087
0	4099
0	4101
0	4106
0	4127
0	4163
0	4164
0	4166
0	4258
0	4269
0	4307
0	4316
0	4375
0	4406
0	4407
0	4416
0	4419
0	4422
0	4433
0	4466
0	4531
0	4609
0	4651
0	4699
0	4726
0	4739
0	4753
0	4772
0	4777
0	4999
0	5000
0	5002
0	5005
0	5010
0	5019
0	5024
0	5027
0	5029
0	5035
0	5038
0	5039
0	5041
0	5043
0	5058
0	5059
0	5060
0	5070
0	5077
0	5081
0	5084
0	5090
0	5099
0	5123
0	5125
0	5126
0	5131
0	5141
0	5156
0	5157
0	5158
0	5170
0	5171
0	5176
0	5185
0	5196
0	5201
0	5205
0	5209
0	5258
0	5314
0	5317
0	5322
0	5327
0	5342
0	5353
0	5366
0	5392
0	5400
0	5412
0	5440
0	5468
0	5485
0	5492
0	5507
0	5511
0	5546
0	5552
0	5573
0	5598
0	5614
0	5622
0	5624
0	5627
0	5629
0	5634
0	5635
0	5637
0	5640
0	5663
0	5668
0	5673
0	5702
0	5709
0	5715
0	5722
0	5737
0	5754
0	5762
0	5782
0	5788
0	5793
0	5798
0	5827
0	5832
0	5839
0	5937
0	5958
0	5986
0	6016
0	6074
0	6107
0	6171
0	6172
0	6174
0	6218
0	6249
0	6258
0	6265
0	6272
0	6286
0	6288
0	6291
0	6300
0	6303
0	6334
0	6348
0	6368
0	6373
0	6406
0	6415
0	6416
0	6425
0	6428
0	6437
0	6446
0	6448
0	6454
0	6474
0	6484
0	6524
0	6529
0	6562
0	6567
0	6601
0	6625
0	6659
0	6672
0	6746
0	6758
0	6818
0	6879
0	6888
0	6895
0	6907
0	6908
0	6914
0	6924
0	6954
0	6959
0	6981
0	7015
0	7031
0	7038
0	7050
0	7110
0	7211
0	7214
0	7254
0	7320
0	7358
0	7466
0	7500
0	7501
0	7509
0	7510
0	7519
0	7520
0	7524
0	7532
0	7541
0	7544
0	7579
0	7582
0	7586
0	7588
